instance,best_hv,sms_mean,mole_mean,nsga_mean,sms_normalize,nsga_normalize,mole_normalize
Bi-Objective BBOB_2_30_1,0.976212497,0.976183534,0.974470385,0.976119991,0.999970331,0.99990524,0.998215437
Bi-Objective BBOB_2_30_10,0.833084721,0.780168927,0.561403018,0.805882684,0.936482098,0.967347814,0.673884665
Bi-Objective BBOB_2_30_2,0.996222809,0.996145333,0.931863279,0.996129031,0.99992223,0.999905866,0.93539645
Bi-Objective BBOB_2_30_3,0.94159633,0.94148592,0.941289815,0.941343714,0.999882741,0.999731715,0.999674473
Bi-Objective BBOB_2_30_4,0.983030096,0.9830034,0.956000995,0.982714746,0.999972844,0.999679206,0.972504299
Bi-Objective BBOB_2_30_5,0.995608486,0.995538661,0.995530128,0.995324541,0.999929867,0.999714802,0.999921297
Bi-Objective BBOB_2_30_6,0.869044705,0.868800172,0.866948001,0.868569003,0.999718619,0.999452615,0.997587346
Bi-Objective BBOB_2_30_7,0.850960681,0.850768366,0.849181379,0.850462399,0.999774002,0.999414448,0.997909066
Bi-Objective BBOB_2_30_8,0.994801824,0.994654712,0.989135456,0.994648355,0.99985212,0.999845729,0.994304023
Bi-Objective BBOB_2_30_9,0.940370679,0.939568792,0.938932765,0.939704638,0.999147265,0.999291725,0.998470907
Bi-Objective BBOB_2_31_1,0.955984203,0.953617138,0.013162435,0.954514441,0.99752395,0.998462567,0.013768465
Bi-Objective BBOB_2_31_10,0.933842857,0.921984878,0.044982322,0.92412159,0.987301955,0.989590039,0.048169049
Bi-Objective BBOB_2_31_2,0.963697291,0.932380603,0.107481109,0.945456075,0.967503605,0.981071633,0.111529948
Bi-Objective BBOB_2_31_3,0.981722067,0.976331261,0.103661664,0.976597134,0.994508826,0.994779649,0.105591662
Bi-Objective BBOB_2_31_4,0.95295878,0.950167641,0.29564193,0.950591135,0.997071081,0.99751548,0.310235801
Bi-Objective BBOB_2_31_5,0.989988728,0.986727608,0.452462683,0.987984324,0.996705902,0.997975326,0.457038217
Bi-Objective BBOB_2_31_6,0.993357857,0.992593159,0.25349305,0.99225285,0.999230189,0.998887604,0.255188046
Bi-Objective BBOB_2_31_7,0.974743597,0.974593077,0.212755241,0.974535527,0.99984558,0.999786538,0.218267903
Bi-Objective BBOB_2_31_8,0.979779884,0.971737773,0.06792823,0.970418729,0.991791921,0.990445655,0.069330093
Bi-Objective BBOB_2_31_9,0.97551077,0.975173405,0.084229171,0.975203046,0.999654166,0.99968455,0.086343661
Bi-Objective BBOB_2_32_1,0.920330808,0.920134647,0.189371775,0.920151119,0.999786858,0.999804756,0.205764898
Bi-Objective BBOB_2_32_10,0.650841309,0.650352643,0,0.650349302,0.999249177,0.999244045,0
Bi-Objective BBOB_2_32_2,0.675234527,0.671267041,0.042554622,0.673299593,0.994124284,0.997134427,0.063021987
Bi-Objective BBOB_2_32_3,0.921767854,0.921477413,0.1160792,0.921536519,0.999684909,0.999749032,0.125931057
Bi-Objective BBOB_2_32_4,0.944004,0.942031772,0.049660949,0.942765858,0.997910784,0.998688415,0.052606715
Bi-Objective BBOB_2_32_5,0.844964589,0.844703088,0.188981344,0.84454071,0.999690518,0.999498347,0.223655934
Bi-Objective BBOB_2_32_6,0.936204098,0.934382754,0.133533017,0.935294705,0.998054544,0.999028639,0.142632379
Bi-Objective BBOB_2_32_7,0.957436979,0.957406911,0.484441233,0.95737458,0.999968596,0.999934827,0.505977149
Bi-Objective BBOB_2_32_8,0.969123822,0.968319995,0.214112523,0.968755363,0.999170563,0.999619802,0.220934125
Bi-Objective BBOB_2_32_9,0.721600218,0.721452656,0.100864207,0.721271567,0.999795507,0.999544553,0.139778515
Bi-Objective BBOB_2_33_1,0.997888861,0.997867238,0.763003176,0.997848058,0.999978331,0.999959111,0.764617389
Bi-Objective BBOB_2_33_10,0.99979838,0.999573794,0.865830154,0.999719769,0.999775369,0.999921373,0.866004758
Bi-Objective BBOB_2_33_2,0.997492969,0.996702511,0.922185107,0.996565626,0.999207556,0.999070326,0.924502864
Bi-Objective BBOB_2_33_3,0.999823326,0.999759436,0.947068809,0.99972489,0.999936098,0.999901547,0.947236161
Bi-Objective BBOB_2_33_4,0.959892994,0.959337959,0.807728637,0.959536683,0.999421774,0.999628801,0.841477792
Bi-Objective BBOB_2_33_5,0.966110435,0.966045366,0.59013101,0.966044565,0.999932648,0.999931819,0.610831835
Bi-Objective BBOB_2_33_6,0.988009732,0.985020869,0.446678545,0.985821782,0.996974865,0.997785498,0.452099337
Bi-Objective BBOB_2_33_7,0.908430553,0.896873078,0.486190659,0.899290929,0.987277536,0.989939105,0.535198489
Bi-Objective BBOB_2_33_8,0.999902183,0.999861557,0.923290455,0.999852835,0.99995937,0.999950647,0.923380777
Bi-Objective BBOB_2_33_9,0.797570804,0.739487328,0.248660473,0.745805193,0.927174521,0.935095905,0.311772286
Bi-Objective BBOB_2_34_1,0.929758929,0.921466752,0.387806062,0.923600654,0.991081368,0.993376482,0.417103886
Bi-Objective BBOB_2_34_10,0.986288226,0.982645597,0.272666257,0.983870899,0.996306729,0.997549066,0.276456972
Bi-Objective BBOB_2_34_2,0.996825934,0.995494628,0.236177854,0.995614574,0.998664455,0.998784783,0.236929885
Bi-Objective BBOB_2_34_3,0.990964408,0.989514862,0.216823908,0.989690025,0.998537237,0.998713997,0.218800904
Bi-Objective BBOB_2_34_4,0.967251443,0.965320529,0.65159891,0.965651345,0.998003711,0.998345727,0.673660313
Bi-Objective BBOB_2_34_5,0.956107429,0.954674794,0.368162221,0.955060839,0.998501596,0.998905363,0.385063655
Bi-Objective BBOB_2_34_6,0.992429886,0.990252821,0.226460966,0.991240055,0.997806328,0.998801094,0.228188378
Bi-Objective BBOB_2_34_7,0.997954492,0.99791334,0.244926535,0.997851609,0.999958764,0.999896906,0.245428561
Bi-Objective BBOB_2_34_8,0.98644342,0.986291705,0.109778823,0.985964867,0.9998462,0.99951487,0.111287501
Bi-Objective BBOB_2_34_9,0.979374485,0.976853284,0.625793279,0.976610908,0.997425702,0.997178222,0.638972414
Bi-Objective BBOB_2_35_1,0.928165023,0.920248594,0.743235057,0.921750453,0.991470882,0.993088977,0.80075745
Bi-Objective BBOB_2_35_10,0.997531863,0.994877915,0.866539144,0.995156404,0.997339485,0.997618664,0.868683173
Bi-Objective BBOB_2_35_2,0.502442148,0.502193382,0.501845334,0.501970332,0.999504886,0.999060955,0.998812174
Bi-Objective BBOB_2_35_3,0.875499317,0.872803902,0.625448822,0.873331458,0.996921282,0.99752386,0.714390988
Bi-Objective BBOB_2_35_4,0.818254253,0.814962049,0.560695321,0.815851247,0.995976551,0.997063252,0.685233617
Bi-Objective BBOB_2_35_5,0.572776224,0.571980086,0.568657971,0.571852331,0.998610037,0.998386992,0.992810015
Bi-Objective BBOB_2_35_6,0.98054581,0.977115678,0.93549154,0.978203317,0.996501813,0.997611032,0.954051846
Bi-Objective BBOB_2_35_7,0.99010906,0.986122881,0.797587425,0.985480897,0.995974,0.995325603,0.805555123
Bi-Objective BBOB_2_35_8,0.585094382,0.584421505,0.572400527,0.584480732,0.998849968,0.998951195,0.978304603
Bi-Objective BBOB_2_35_9,0.812412157,0.801774787,0.610783995,0.803378079,0.986906437,0.988879932,0.75181543
Bi-Objective BBOB_2_36_1,0.94591491,0.942836198,0.820057377,0.943189971,0.996745255,0.997119256,0.866946243
Bi-Objective BBOB_2_36_10,0.934505678,0.931394446,0.904135443,0.931556984,0.996670719,0.996844648,0.967501284
Bi-Objective BBOB_2_36_2,0.98233954,0.979857223,0.896828841,0.979939746,0.997473056,0.997557063,0.912951993
Bi-Objective BBOB_2_36_3,0.808775848,0.806871807,0.798902275,0.807117814,0.997645774,0.997949946,0.987791954
Bi-Objective BBOB_2_36_4,0.913204042,0.912314664,0.658825472,0.912021138,0.99902609,0.998704666,0.721443885
Bi-Objective BBOB_2_36_5,0.771462369,0.770979713,0.767210868,0.770677616,0.999374363,0.998982772,0.994489036
Bi-Objective BBOB_2_36_6,0.933757512,0.931961602,0.928391992,0.932592253,0.998076685,0.998752075,0.994253841
Bi-Objective BBOB_2_36_7,0.93777824,0.935858662,0.932772414,0.935952098,0.997953057,0.998052694,0.994662036
Bi-Objective BBOB_2_36_8,0.773830567,0.773594401,0.77226944,0.773290179,0.99969481,0.999301672,0.997982599
Bi-Objective BBOB_2_36_9,0.89159915,0.885221122,0.852356192,0.886701423,0.99284653,0.994506806,0.955985873
Bi-Objective BBOB_2_37_1,0.887327151,0.882974421,0.133104589,0.884142975,0.99509456,0.996411497,0.150006217
Bi-Objective BBOB_2_37_10,0.846357897,0.813228469,0.061856453,0.825603855,0.960856479,0.975478409,0.073085456
Bi-Objective BBOB_2_37_2,0.737269532,0.728372837,0.069231759,0.731001312,0.987932914,0.991498062,0.093902916
Bi-Objective BBOB_2_37_3,0.80243679,0.799234873,0.13962003,0.799657267,0.996009758,0.996536148,0.17399505
Bi-Objective BBOB_2_37_4,0.827630243,0.818483188,0.094374964,0.818367394,0.988947896,0.988807986,0.114030348
Bi-Objective BBOB_2_37_5,0.833851306,0.824915451,0.032381096,0.825242829,0.989283634,0.989676245,0.038833177
Bi-Objective BBOB_2_37_6,0.966420015,0.958465986,0.264579583,0.959589505,0.991769594,0.992932152,0.273772872
Bi-Objective BBOB_2_37_7,0.865979676,0.85663246,0.003238622,0.864135843,0.989206195,0.997870812,0.003739836
Bi-Objective BBOB_2_37_8,0.954408951,0.947680994,0.075945179,0.948299902,0.992950656,0.993599129,0.079572996
Bi-Objective BBOB_2_37_9,0.651230495,0.64114362,0.060713295,0.6430605,0.984511053,0.987454527,0.093228581
Bi-Objective BBOB_2_38_1,0.877156844,0.872740288,0.367031956,0.87429023,0.994964919,0.996731926,0.418433669
Bi-Objective BBOB_2_38_10,0.861762938,0.859988992,0.505510407,0.860607596,0.997941492,0.998659328,0.586600311
Bi-Objective BBOB_2_38_2,0.90661326,0.902392947,0.359546144,0.903589289,0.995344969,0.996664541,0.396581608
Bi-Objective BBOB_2_38_3,0.700820334,0.700481687,0.127323056,0.700556103,0.999516785,0.999622969,0.181677171
Bi-Objective BBOB_2_38_4,0.629304231,0.622002996,0.078452659,0.625665437,0.988397924,0.994217751,0.12466571
Bi-Objective BBOB_2_38_5,0.802625606,0.802394626,0.45278826,0.802333908,0.999712219,0.99963657,0.564133834
Bi-Objective BBOB_2_38_6,0.853438943,0.850823222,0.225420441,0.851773628,0.996935081,0.998048701,0.264131889
Bi-Objective BBOB_2_38_7,0.737929741,0.736733952,0.018017006,0.737119657,0.998379535,0.998902221,0.024415612
Bi-Objective BBOB_2_38_8,0.935955755,0.933313991,0.616863046,0.934128797,0.997177469,0.998048029,0.659072871
Bi-Objective BBOB_2_38_9,0.629808149,0.628994254,0.103427997,0.628826644,0.998707709,0.998441581,0.164221433
Bi-Objective BBOB_2_39_1,0.904226041,0.897252819,0.278302159,0.89992736,0.992288188,0.99524601,0.307779412
Bi-Objective BBOB_2_39_10,0.733472668,0.708651101,0.291506352,0.708181531,0.966158839,0.965518637,0.397433148
Bi-Objective BBOB_2_39_2,0.983637778,0.970248134,0.277342832,0.974175499,0.986387628,0.990380322,0.281956263
Bi-Objective BBOB_2_39_3,0.979201351,0.977830364,0.528886498,0.977920274,0.998599893,0.998691713,0.54012027
Bi-Objective BBOB_2_39_4,0.978307713,0.976453814,0.454000998,0.977217129,0.998104994,0.998885234,0.464067687
Bi-Objective BBOB_2_39_5,0.986275619,0.986087388,0.80225322,0.986107505,0.99980915,0.999829547,0.813416863
Bi-Objective BBOB_2_39_6,0.99695273,0.994185445,0.74733182,0.995861003,0.997224256,0.998904936,0.749616102
Bi-Objective BBOB_2_39_7,0.945548967,0.94519378,0.74419256,0.945266386,0.999624359,0.999701146,0.787048145
Bi-Objective BBOB_2_39_8,0.784535495,0.779284882,0.345543325,0.774343622,0.99330736,0.987009035,0.440443201
Bi-Objective BBOB_2_39_9,0.995638434,0.992975846,0.812013941,0.994482611,0.997325749,0.998839114,0.815571108
Bi-Objective BBOB_2_4_1,0.965338727,0.965267109,0.965002297,0.965027299,0.999925811,0.99967739,0.99965149
Bi-Objective BBOB_2_4_10,0.954309122,0.954266278,0.954080236,0.954087834,0.999955105,0.999768117,0.999760155
Bi-Objective BBOB_2_4_2,0.970390736,0.970319986,0.969983716,0.970148545,0.999927091,0.999750419,0.999580561
Bi-Objective BBOB_2_4_3,0.971131699,0.971054923,0.970471946,0.970912748,0.999920942,0.999774541,0.999320635
Bi-Objective BBOB_2_4_4,0.977012543,0.976874655,0.975625471,0.976742467,0.999858868,0.99972357,0.998580292
Bi-Objective BBOB_2_4_5,0.92487442,0.924791385,0.924527489,0.924316299,0.99991022,0.999396544,0.999624889
Bi-Objective BBOB_2_4_6,0.972712023,0.972329496,0.756246951,0.972054527,0.999606742,0.999324059,0.777462325
Bi-Objective BBOB_2_4_7,0.955670149,0.955507301,0.955288184,0.955270735,0.999829598,0.999582059,0.999600317
Bi-Objective BBOB_2_4_8,0.90774721,0.907654637,0.907197504,0.907214702,0.999898019,0.999413375,0.999394428
Bi-Objective BBOB_2_4_9,0.810228484,0.809895954,0.795491704,0.809375798,0.999589585,0.998947598,0.981811574
Bi-Objective BBOB_2_40_1,0.800161495,0.778263372,0.304981885,0.788178212,0.972632871,0.98502392,0.381150414
Bi-Objective BBOB_2_40_10,0.978837863,0.963181679,0.185871575,0.963779907,0.984005335,0.984616496,0.189890055
Bi-Objective BBOB_2_40_2,0.814422944,0.812703377,0.201988486,0.81274424,0.997888606,0.997938782,0.248014238
Bi-Objective BBOB_2_40_3,0.841354253,0.839476579,0.34329442,0.840854974,0.997768271,0.999406577,0.408026012
Bi-Objective BBOB_2_40_4,0.54513203,0.543160693,0.077405467,0.544620446,0.996383743,0.999061541,0.141993981
Bi-Objective BBOB_2_40_5,0.710070246,0.699436338,0.083952093,0.699135362,0.985024147,0.984600278,0.118230687
Bi-Objective BBOB_2_40_6,0.940602214,0.933258539,0.442474939,0.938430136,0.992192581,0.997690759,0.470416646
Bi-Objective BBOB_2_40_7,0.911307906,0.903133564,0.215238164,0.904785399,0.991030098,0.992842696,0.236185995
Bi-Objective BBOB_2_40_8,0.931109791,0.927651103,0.442057339,0.929136731,0.996285413,0.997880958,0.474763925
Bi-Objective BBOB_2_40_9,0.929776153,0.921888854,0.391914248,0.924636931,0.991516991,0.994472625,0.421514627
Bi-Objective BBOB_2_41_1,0.822033308,0.821515941,0.82037023,0.821440463,0.999370625,0.999278806,0.997976873
Bi-Objective BBOB_2_41_10,0.636649863,0.635978168,0.633039776,0.635829159,0.998944953,0.998710902,0.994329556
Bi-Objective BBOB_2_41_2,0.914732085,0.914539389,0.913792328,0.914428567,0.999789341,0.999668189,0.998972642
Bi-Objective BBOB_2_41_3,0.853587923,0.853318583,0.852005162,0.853055279,0.999684461,0.999375994,0.998145755
Bi-Objective BBOB_2_41_4,0.512373848,0.511886145,0.509832618,0.511577631,0.99904815,0.998446023,0.995040281
Bi-Objective BBOB_2_41_5,0.821558599,0.821090418,0.819720133,0.820892944,0.999430131,0.999189766,0.997762222
Bi-Objective BBOB_2_41_6,0.767877748,0.767490241,0.764933867,0.767249417,0.999495354,0.999181731,0.996166212
Bi-Objective BBOB_2_41_7,0.935919503,0.935785914,0.935719032,0.935693736,0.999857264,0.999758775,0.999785804
Bi-Objective BBOB_2_41_8,0.948612145,0.948430819,0.948295066,0.948359761,0.999808852,0.999733944,0.999665745
Bi-Objective BBOB_2_41_9,0.784344361,0.784069955,0.782748489,0.783830358,0.999650146,0.999344671,0.997965342
Bi-Objective BBOB_2_42_1,0.94846497,0.946366527,0.251373644,0.945934533,0.997787538,0.997332071,0.26503208
Bi-Objective BBOB_2_42_10,0.968069449,0.962655851,0.204600127,0.961008393,0.994407841,0.992706044,0.211348604
Bi-Objective BBOB_2_42_2,0.938890034,0.930278606,0.032600999,0.931717172,0.990828076,0.992360274,0.034722915
Bi-Objective BBOB_2_42_3,0.813087642,0.812051375,0.110107373,0.811270625,0.998725517,0.997765288,0.135418825
Bi-Objective BBOB_2_42_4,0.882606101,0.880820344,0.087236882,0.880495791,0.997976722,0.997609001,0.098840108
Bi-Objective BBOB_2_42_5,0.980207584,0.978453121,0.37518075,0.978077733,0.99821011,0.997827143,0.382756424
Bi-Objective BBOB_2_42_6,0.948846761,0.944401234,0.06089364,0.946387559,0.99531481,0.99740822,0.064176475
Bi-Objective BBOB_2_42_7,0.97365642,0.972416607,0.389799832,0.972074594,0.998726642,0.998375375,0.400346389
Bi-Objective BBOB_2_42_8,0.917270614,0.915423257,0.424530014,0.914830776,0.997986029,0.997340111,0.462818722
Bi-Objective BBOB_2_42_9,0.966954243,0.960165991,0.327980789,0.959593126,0.992979758,0.992387316,0.339189565
Bi-Objective BBOB_2_43_1,0.806235944,0.805991753,0.288709675,0.806049912,0.999697122,0.999769259,0.358095762
Bi-Objective BBOB_2_43_10,0.84875216,0.848198527,0.099307822,0.848392611,0.999347709,0.999576379,0.1170045
Bi-Objective BBOB_2_43_2,0.928981208,0.928359023,0.222819979,0.928516504,0.99933025,0.99949977,0.239854129
Bi-Objective BBOB_2_43_3,0.703325659,0.703066795,0.179229972,0.703067237,0.999631943,0.999632572,0.254832125
Bi-Objective BBOB_2_43_4,0.955511395,0.955251389,0.691602837,0.954870349,0.999727888,0.999329107,0.723803861
Bi-Objective BBOB_2_43_5,0.527808863,0.527498359,0.034210783,0.527513384,0.999411712,0.999440178,0.064816613
Bi-Objective BBOB_2_43_6,0.913935323,0.91370217,0.229462609,0.913510781,0.999744892,0.999535479,0.251070949
Bi-Objective BBOB_2_43_7,0.901301714,0.901201948,0.376737721,0.901144751,0.999889309,0.999825848,0.417992904
Bi-Objective BBOB_2_43_8,0.701553018,0.701262994,0.228555303,0.701261647,0.999586597,0.999584677,0.32578479
Bi-Objective BBOB_2_43_9,0.86273967,0.862657943,0.055818228,0.862626782,0.99990527,0.999869151,0.064698807
Bi-Objective BBOB_2_44_1,0.990000596,0.989955065,0.832613734,0.98992287,0.999954009,0.999921489,0.841023467
Bi-Objective BBOB_2_44_10,0.742777155,0.742241465,0.151574229,0.742325267,0.999278802,0.999391624,0.204064204
Bi-Objective BBOB_2_44_2,0.996682463,0.996619067,0.637956972,0.996570562,0.999936393,0.999887726,0.640080462
Bi-Objective BBOB_2_44_3,0.982516671,0.982440064,0.762145859,0.982324232,0.99992203,0.999804136,0.775707814
Bi-Objective BBOB_2_44_4,0.97537241,0.975325041,0.880508049,0.975236934,0.999951435,0.999861103,0.902740369
Bi-Objective BBOB_2_44_5,0.992233483,0.991851091,0.574928757,0.991798518,0.999614614,0.99956163,0.579428902
Bi-Objective BBOB_2_44_6,0.955968658,0.955721129,0.555479066,0.955118338,0.99974107,0.999110514,0.581064098
Bi-Objective BBOB_2_44_7,0.982852507,0.982810917,0.741174379,0.982747004,0.999957685,0.999892656,0.754105396
Bi-Objective BBOB_2_44_8,0.881906919,0.880694999,0.253935401,0.880765178,0.998625796,0.998705372,0.287939005
Bi-Objective BBOB_2_44_9,0.974727928,0.974676208,0.853909978,0.974429554,0.999946939,0.99969389,0.876049566
Bi-Objective BBOB_2_45_1,0.951720779,0.939677575,0.548176009,0.937476025,0.987345864,0.985032633,0.575984072
Bi-Objective BBOB_2_45_10,0.963315916,0.963165637,0.388747261,0.963140219,0.999843998,0.999817612,0.403551166
Bi-Objective BBOB_2_45_2,0.797328069,0.79511596,0.206562213,0.796870911,0.997225598,0.999426637,0.259068031
Bi-Objective BBOB_2_45_3,0.729950962,0.72915184,0.15021889,0.728925694,0.998905238,0.998595429,0.205793126
Bi-Objective BBOB_2_45_4,0.962996637,0.958851652,0.45890459,0.959093847,0.995695743,0.995947244,0.476538102
Bi-Objective BBOB_2_45_5,0.924715344,0.920875679,0.452800067,0.920927631,0.995847732,0.995903915,0.489664274
Bi-Objective BBOB_2_45_6,0.904151517,0.903780957,0.219106317,0.903760944,0.999590158,0.999568023,0.242333627
Bi-Objective BBOB_2_45_7,0.43653948,0.42858412,0.02261313,0.432450981,0.98177631,0.990634298,0.051800883
Bi-Objective BBOB_2_45_8,0.780758545,0.780218407,0.226399174,0.779207524,0.999308188,0.998013444,0.289973354
Bi-Objective BBOB_2_45_9,0.717458466,0.716680289,0.213952529,0.716640263,0.99891537,0.998859582,0.29820894
Bi-Objective BBOB_2_46_1,0.761066105,0.747824951,0.041498452,0.751171626,0.982601835,0.986999186,0.054526738
Bi-Objective BBOB_2_46_10,0.881302389,0.867367939,0.044982557,0.868060722,0.984188799,0.984974888,0.051041002
Bi-Objective BBOB_2_46_2,0.848797543,0.78459105,0.027169747,0.774868136,0.924355939,0.912901012,0.032009691
Bi-Objective BBOB_2_46_3,0.924046984,0.910002336,0.081736193,0.916909366,0.984800937,0.992275698,0.088454586
Bi-Objective BBOB_2_46_4,0.934267008,0.92372242,0.064987783,0.926157122,0.988713518,0.99131952,0.069560182
Bi-Objective BBOB_2_46_5,0.925925621,0.897486816,0.101267204,0.907787199,0.969286081,0.980410497,0.109368616
Bi-Objective BBOB_2_46_6,0.860734962,0.843529206,0.151976974,0.844532147,0.98001039,0.981175605,0.176566517
Bi-Objective BBOB_2_46_7,0.839634628,0.831870632,0.028135073,0.830709611,0.990753126,0.989370356,0.03350871
Bi-Objective BBOB_2_46_8,0.936215978,0.928753042,0.179836234,0.928971741,0.992028618,0.992262216,0.192088405
Bi-Objective BBOB_2_46_9,0.883558017,0.869162697,0.030802672,0.875940455,0.983707555,0.991378538,0.034862082
Bi-Objective BBOB_2_47_1,0.712272112,0.700803001,0.040087687,0.702994345,0.983897852,0.986974406,0.056281421
Bi-Objective BBOB_2_47_10,0.645459744,0.638549032,0.048444539,0.636976033,0.989293349,0.986856329,0.075054315
Bi-Objective BBOB_2_47_2,0.93917793,0.927606194,0.008141861,0.928627338,0.987678867,0.988766141,0.008669136
Bi-Objective BBOB_2_47_3,0.739793311,0.711395671,0.070977222,0.714468785,0.961614089,0.965768106,0.095941962
Bi-Objective BBOB_2_47_4,0.7795514,0.774591717,0.227624257,0.775787477,0.993637773,0.995171681,0.291993904
Bi-Objective BBOB_2_47_5,0.944459738,0.935286714,0.108490975,0.9378046,0.990287544,0.992953497,0.114870937
Bi-Objective BBOB_2_47_6,0.84422743,0.824803481,0.089811973,0.828969141,0.976992043,0.981926329,0.106383623
Bi-Objective BBOB_2_47_7,0.868593925,0.867270859,0,0.867973311,0.998476772,0.999285495,0
Bi-Objective BBOB_2_47_8,0.958237497,0.953021885,0.143053178,0.952090186,0.994557078,0.993584773,0.149287811
Bi-Objective BBOB_2_47_9,0.889918311,0.887578654,0.320657919,0.88739746,0.997370931,0.997167323,0.360322869
Bi-Objective BBOB_2_48_1,0.848026567,0.840985796,0.010905913,0.822680671,0.991697465,0.970111908,0.012860343
Bi-Objective BBOB_2_48_10,0.99395999,0.992617286,0.258949779,0.993002859,0.998649136,0.999037053,0.260523343
Bi-Objective BBOB_2_48_2,0.994793675,0.993545361,0.202083018,0.994048419,0.998745153,0.999250844,0.203140634
Bi-Objective BBOB_2_48_3,0.974655409,0.973442428,0.522534014,0.973861211,0.998755477,0.99918515,0.536121801
Bi-Objective BBOB_2_48_4,0.991892551,0.989898876,0.184341382,0.989618718,0.997990029,0.997707581,0.185848137
Bi-Objective BBOB_2_48_5,0.988654651,0.985283454,0.310369347,0.986389663,0.996590117,0.99770902,0.313931004
Bi-Objective BBOB_2_48_6,0.389161282,0.290298562,0,0.293185181,0.745959518,0.753377055,0
Bi-Objective BBOB_2_48_7,0.986578674,0.98528332,0.100150895,0.984037323,0.998687025,0.997424077,0.101513338
Bi-Objective BBOB_2_48_8,0.954772791,0.949803847,0.257874358,0.950484755,0.994795679,0.995508841,0.270089764
Bi-Objective BBOB_2_48_9,0.957382149,0.952338584,0.115262915,0.952588707,0.99473192,0.994993178,0.120393842
Bi-Objective BBOB_2_49_1,0.926653583,0.899254023,0.023584883,0.911116214,0.970431712,0.983232819,0.025451672
Bi-Objective BBOB_2_49_10,0.914459126,0.900227995,0.032683458,0.902897093,0.984437652,0.987356425,0.035740753
Bi-Objective BBOB_2_49_2,0.961467455,0.960451551,0.020727115,0.960403031,0.998943382,0.998892918,0.021557791
Bi-Objective BBOB_2_49_3,0.848123581,0.834552316,0.029675864,0.839822495,0.983998482,0.99021241,0.034990024
Bi-Objective BBOB_2_49_4,0.934365887,0.921555997,0.236939734,0.922132743,0.986290285,0.986907544,0.25358346
Bi-Objective BBOB_2_49_5,0.928529429,0.913134056,0.018300573,0.921188908,0.983419617,0.992094466,0.0197092
Bi-Objective BBOB_2_49_6,0.786973926,0.728774332,0.00085582,0.76361202,0.92604635,0.970314257,0.001087482
Bi-Objective BBOB_2_49_7,0.725230278,0.713873841,0.021189889,0.713614445,0.984340922,0.983983249,0.029218153
Bi-Objective BBOB_2_49_8,0.959123907,0.95636073,0.199623258,0.956563666,0.997119062,0.997330646,0.208130833
Bi-Objective BBOB_2_49_9,0.970413096,0.968749114,0.057183617,0.969104635,0.998285284,0.998651645,0.058927087
Bi-Objective BBOB_2_5_1,0.754128844,0.753275536,0.747456068,0.752869968,0.998868485,0.998330689,0.991151676
Bi-Objective BBOB_2_5_10,0.781317669,0.78020208,0.777218105,0.779897636,0.99857217,0.998182515,0.994753013
Bi-Objective BBOB_2_5_2,0.954990573,0.945561942,0.789495889,0.948724031,0.99012699,0.993438111,0.826705427
Bi-Objective BBOB_2_5_3,0.684482937,0.68424301,0.682952021,0.683956213,0.999649477,0.999230479,0.997763398
Bi-Objective BBOB_2_5_4,0.878631791,0.872944916,0.314205365,0.874968185,0.993527579,0.995830328,0.357607553
Bi-Objective BBOB_2_5_5,0.926275562,0.92304917,0.870617266,0.92348489,0.996516812,0.996987212,0.93991173
Bi-Objective BBOB_2_5_6,0.885993424,0.882818027,0.876872524,0.882814182,0.996416004,0.996411664,0.989705455
Bi-Objective BBOB_2_5_7,0.733322624,0.732648986,0.728449751,0.732218861,0.999081389,0.998494846,0.993355076
Bi-Objective BBOB_2_5_8,0.720852977,0.720476538,0.71867567,0.720164477,0.999477787,0.999044881,0.996979541
Bi-Objective BBOB_2_5_9,0.843425481,0.841534105,0.834847193,0.841112922,0.997757507,0.997258135,0.989829228
Bi-Objective BBOB_2_50_1,0.908153019,0.906750466,0.058942303,0.90676791,0.998455598,0.998474806,0.064903493
Bi-Objective BBOB_2_50_10,0.901004617,0.899714321,0.136729272,0.90023029,0.998567936,0.999140596,0.151752022
Bi-Objective BBOB_2_50_2,0.951055983,0.947439995,0.142800945,0.949205434,0.996197923,0.998054216,0.150149883
Bi-Objective BBOB_2_50_3,0.921885288,0.921156694,0.41343499,0.921620987,0.999209669,0.999713304,0.448466849
Bi-Objective BBOB_2_50_4,0.908169185,0.905144683,0.200195778,0.906575894,0.996669671,0.998245601,0.220438859
Bi-Objective BBOB_2_50_5,0.808869771,0.799777867,0.338371646,0.800135648,0.988759743,0.989202066,0.418326482
Bi-Objective BBOB_2_50_6,0.917893652,0.909149258,0.234869053,0.912761313,0.990473412,0.994408569,0.255878285
Bi-Objective BBOB_2_50_7,0.900109012,0.894780915,0.021667189,0.894920019,0.99408061,0.994235151,0.024071739
Bi-Objective BBOB_2_50_8,0.94706686,0.94660673,0.269723736,0.946562389,0.999514153,0.999467333,0.284799044
Bi-Objective BBOB_2_50_9,0.864750386,0.859291424,0.15861671,0.860410779,0.993687239,0.994981666,0.18342485
Bi-Objective BBOB_2_51_1,0.940860623,0.940827634,0.61257043,0.940797989,0.999964937,0.999933429,0.651074575
Bi-Objective BBOB_2_51_10,0.96918869,0.969133393,0.29637805,0.969080211,0.999942946,0.999888072,0.305800153
